short_new,long,shorts
Mahjoubi 1978,"A. Mahjoubi, Recherches d’histoire et d’archéologie à Henchir el-Faouar (Tunisie) . La cité des Belalitani Maiores, Tunis, 1978.",Mahjoubi 1978
Small 1994,"A.M. Small and R.J. Buck, The excavations of San Giovanni di Ruoti. Vol. I: the villas and their environment, Phoenix Suppl. series 33, Toronto and London, 1994.",Small 1994
Vikić-Belančić 1981,"B. Vikić-Belančić, “Etape urbanog razvitka Andautonije i antičko nasljeđe Zagreba / Ettapen der urbanen Entwicklung Andautoniens und der Antike Erbteil Zagrebs,” in Arheološka istraživanja u Zagrebu i njegovoj okolici / Archäologische Untersuchungen in Zagreb und Umgebung, Izdanja Hrvatskog arheološkog društva 6, pp. 129-54, Zagreb, 1981.",Vikić-Belančić 1981
Michelbertas 1972,"M. Michelbertas, “Prekybiniai ryšiai su Romos imperija,” in M. Michelbertas (ed.), Lietuvos gyventojų prekybiniai ryšiai I-XIIIa., pp. 5-125, Vilnius, 1972.",Michelbertas 1972
Petit 1992,"C. Petit and P.-Y. Péchoux, “9. La campagne de prospection,” in E. du Bouetiez, A. Hermary and M. Schmid, “Rapport sur les travaux de l’Ecole française à Amathonte de Chypre en 1991,” BCH 116 (1992) 784-91.",Petit 1992
Ruoff-Väänänen 1978,"E. Ruoff-Väänänen, Studies on the Italian Fora, Historia Einzelschrift 32, Wiesbaden, 1978.",Ruoff-Väänänen 1978
Hvass 1979,"S. Hvass, “Die völkerwanderungszeitliche Siedlung Vorbasse, Mitteljütland,” Acta Archaeologica 49 (1979) 61-111.",Hvass 1979
Borghini 1992,"G. Borghini (ed.), Marmi antichi, Rome, 1992.",Borghini 1992
Mitford 1998,"T.B. Mitford, “The Roman frontier on the Upper Euphrates,” in R. Matthews (ed.), Ancient Anatolia. Fifty years’ work by the British Institute of Archaeology at Ankara, pp. 255-72, London, 1998.",Mitford 1998
Bessac 1992,"J.-C. Bessac, “Données et hypothèses sur les chantiers des carrières de l’Estel près du Pont du Gard,” RAN 25 (1992) 397-430.",Bessac 1992
Cressier 1992,"P. Cressier, M. Naïmi and A. Touri, “Maroc saharien et Maroc méditerranéen au Moyen Age: le cas des ports de Nûl Lamta et de Badîs,” in Spectacles, vie portuaire, religions. Actes du V colloque international sur l’histoire et l’archéologie de l’Afrique du Nord, Avignon, 1990, pp. 393-407, Paris, 1992.",Cressier 1992
Jacopi 1932c,"G. Jacopi, “Scavi e ricerche di Nisiro,” Clara Rhodos 6-7 (1932-33) 469-552.",Jacopi 1932
Papazoglou 1978,"F. Papazoglou, The central Balkan tribes in pre-Roman times (Triballi, Autariatae, Dardanians, Scordisci and Moesians), Amsterdam, 1978.",Papazoglou 1978
Brogan 1974,"O. Brogan, “Round and about Misurata,” LibSt 6 (1974/1975) 49-58.",Brogan 1974
Spadea 1989,"R. Spadea (ed.), Da Skylletion a Scolacium. Il parco archeologico della Roccelletta, Rome, 1989.",Spadea 1989
Chavane 1995,"V. Chavane, “Une voie romaine entre Vence et Digne,” Archéologia 315 (1995) 42-49.",Chavane 1995
AM 1-5,"Arkhaia Makedonia, Proceedings of the International Symposia on Ancient Macedonia, 1973-89, 5 vols., Thessalonike, 1978-93.",AM 1-5
Hughes 1963,"G. Hughes, “Serra East: the University of Chicago excavation, 1961-62. A preliminary report on the first season’s work,” Kush 11 (1963) 121-30.",Hughes 1963
Labrousse 1968,"M. Labrousse, Toulouse antique: des origines à l’établissement des Wisigoths, BEFAR 212, Paris, 1968.",Labrousse 1968
Irby 1823,"C.L. Irby and J. Mangles, Travels in Egypt and Nubia, Syria and Asia Minor during the years 1817 and 1818, London, 1823.",Irby 1823
Bawden 1980,"G. Bawden, C. Edens and R. Miller, “Preliminary archaeological investigations at Taymā,” Atlal 4 (1980) 69-106.",Bawden 1980
Trasselli 1970,"C. Trasselli, “La fattoria romana di Sirignano,” SicArch 3. 12 (1970) 19-24.",Trasselli 1970
Vintaloro 1995,"A. Vintaloro and A. Scuderi, Corleone archeologica I. Studio storico-archeologico sul territorio corleonese, Corleone, 1995.",Vintaloro 1995
FormIt Circeii,"G. Lugli, Forma Italiae: Ager Pomptinus-Circeii (regio I, vol. 1.2), Rome, 1928.",FormIt Circeii
Prieur 1976,"J. Prieur, “Le vicus thermal d’Aix-les-Bains,” Caesarodunum 11 (1976) 157-66.",Prieur 1976
Pace 1951,"P. Pace, S. Sergi, and G. Caputo, “Scavi Sahariani. Ricerche nell’ Uadi el-Agial e nell’ Oasi di Gat,” MonAnt 41 (1951) 150-551.",Pace 1951
Traill 1975,"J.S. Traill, The political organization of Attica, Hesperia, Suppl. 14, 1975.",Traill 1975
Schlunk 1978,"H. Schlunk and T. Hauschild, Hispania Antiqua. Die Denkmäler der frühchristlichen und westgotischen Zeit, Mainz, 1978.",Schlunk 1978
Mendone 1993,"L.G. Mendone and E. Kolaiti, “Human intervention in the Keian landscape,” DHA 19.1 (1993) 93-118.",Mendone 1993
Hakemi 1990,"A. Hakemi, “The excavation of Khurha,” East and West 40 (1990) 11-41.",Hakemi 1990
Kolendo 1996a,"J. Kolendo, “Le rachat des captifs romains tombés entre les mains des barbares. A propos de la redemptio ab hostibus au I-III s.,” in M.L. Sánchez-León and G. López Nadal (eds.), Captius i eslaus al’aniguitat i al món modern, Diaphora 7, pp. 115-25, Naples, 1996.",Kolendo 1996a
Humann 1890,"C. Humann and O. Puchstein, Reisen in Kleinasien und Nordsyrien, Berlin, 1890.",Humann 1890
Couilloud 1973,"M.-T. Couilloud, Les monuments funéraires de Rhénée, Exploration archéologique de Délos 30, Paris, 1973.",Couilloud 1973
Jacopi 1932b,"G. Jacopi, “La necropoli di Pontamo (Calchi),” Clara Rhodos 2 (1932) 117-64.",Jacopi 1932a
Thierry 1976,"M. Thierry, “Le couvent des Saints-Apôtres de Muš,” Handes Amsorya 90 (1976), no. 1-12, 235-55.",Thierry 1976
Potter 1995,"T.W. Potter, Towns in late antiquity: Iol Caesarea and its context, Oxford, 1995.",Potter 1995
Wright 1979,"H.T. Wright, Archaeological investigations in northeastern Xuzestan, Museum of Anthropology, University of Michigan, Technical Reports 10, Research Reports in Archaeology Contribution 5, Ann Arbor, 1979.",Wright 1979
Adontz 1970,"N. Adontz, Armenia in the period of Justinian, translated and annotated by N.G. Garsoian, Louvain, 1970.",Adontz 1970
Gratien 1986,"B. Gratien, Saï I. La Nécropole Kerma, Paris, 1986.",Gratien 1986
Bean 1970,"G.E. Bean and T.B. Mitford, Journeys in Rough Cilicia 1964-68, DenkWien 102, 1970.",Bean 1970
Kunow 1992,"J. Kunow, “Zentralität und Urbanität in der Germania inferior des 2. Jahrhunderts n. Chr.,” in H.-J. Schalles, H. von Hesberg and P. Zanker (eds.), Die römische Stadt im 2. Jahrhundert n. Chr. Der Funktionswandel des öffentlichen Raumes, pp. 143-52, Cologne, 1992.",Kunow 1992
Arnaud 1966,"P. Arnaud, Voies romaines en Helvie, Le Teil, 1966.",Arnaud 1966
Hernández Sanahnia 1946,"B. Hernández Sanahnia, “Acueducto romano en Tarragona (1857),” Boletín Arqueológico, series 4, vol. 46 (1946) 16-32.",Hernández Sanahnia 1946
Schmidt 1942,"L. Schmidt, Geschichte der Wandalen, Munich, 1942.",Schmidt 1942
Colston 1886,"R.E. Colston, “Les expéditions égyptiennes en Afrique: documents-journal d’un voyage du Caire à Kénah, Bérénice et Berber et retour par le désert de Korosko,” Bulletin de la société khédiviale de géographie 9 (ser. 2) (1886) 489-568.",Colston 1886
Schmidt 1940,"L. Schmidt, Die Westgermanen, 2 ed., Munich, 1940.",Schmidt 1940
Herzog 1932,"R. Herzog (ed.), Kos. Ergebnisse der deutschen Ausgrabungen und Forschungen, Berlin, 1932.",Herzog 1932
Bernabò Brea 1990,"L. Bernabò Brea, Pantalica: ricerche intorno all’anáktoron, Naples and Palazzolo Acreide, 1990.",Bernabò Brea 1990
Abramek 1987; 1988,"B. Abramek, “Cmentarzysko ciałopalne kultury przeworskiej w Konopnicy, stanowisko 7, województwo sieradzkie,” SierRM 4 (1987) 45-96 (first part) ; SierRM 5 (1988) 77-134 (second part) .",Abramek 1987; 1988
Rebuffat 1973b,"R. Rebuffat, “Gholaia (notes et documents VI),” LibAnt 9-10 (1973) 135-45.",Rebuffat 1973
Hüssen 1995,"C.-M. Hüssen, “Römische Lager an der Donau in Ingolstadt-Zuchering,” in W. Czysz et al., Provinzialrömische Forschungen. Festschrift für Günter Ulbert zum 65. Geburtstag, pp. 95-110, Espelkamp, 1995.",Hüssen 1995
Hüssen 1994,"C.-M. Hüssen, “Die ländliche Besiedlung und Landwirtschaft Obergermaniens zwischen Limes, unterem Neckar, Rhein und Donau während der Kaiserzeit,” in H. Bender and H. Wolff (eds.), Ländliche Besiedlung und Landwirtschaft in den Rhein-Donau-Provinzen des römischen Reiches, Passauer Universitätsschriften zur Archäologie 2, pp. 255-65, Espelkamp, 1994.",Hüssen 1994
Groom 1981,"N. Groom, Frankincense and myrrh: a study of the Arabian incense trade, London, 1981.",Groom 1981
Wimmer 1990,"S. Wimmer, “Egyptian temples in Canaan and Sinai,” in S. Israelit-Groll (ed.), Studies in Egyptology presented to Miriam Lichtheim, vol. 2, pp. 1065-1106, Jerusalem, 1990.",Wimmer 1990
Zanda 1998,"E. Zanda, “Centuriazione e città,” in L. Mercando (ed.), Archeologia in Piemonte, II, L’età romana, pp. 49-66, Turin, 1998.",Zanda 1998
Römer Schweiz,"W. Drack and R. Fellmann, Die Römer in der Schweiz, Stuttgart, 1988.",Römer Schweiz
Sørensen 1993,"L.W. Sørensen and D.W. Rupp (eds.), The land of the Paphian Aphrodite. The Canadian Palaipaphos survey Project, II. Artifact and ecofactual studies, Göteborg, 1993.",Sørensen 1993
Hewsen 1982,"R.H. Hewsen, “Ptolemy’s chapter on Armenia: an investigation of his toponyms,” REArm n.s. 16 (1982) 111-50.",Hewsen 1982
Meriç 1985,"R. Meriç, “Zur Lage des ephesischen Aussenhafens Panormos,” in M. Kandler et al. (eds.), Lebendige Altertumswissenschaft: Festgabe zur Vollendung des 70. Lebensjahres von Hermann Vetters, pp. 30-32, Vienna, 1985.",Meriç 1985
Descamps 1983,"H. Descamps, “La signification de Déols: Inconnu?,” Bulletin–Association les Amis du Vieux Déols 6 (1983) 4-5.",Descamps 1983
Alföldy 1974,"G. Alföldy, Noricum. History of the provinces of the Roman Empire, London, 1974.",Alföldy 1974
Alföldy 1977,"G. Alföldy, “Eine römische Inschrift aus Duratón in der Hispania Citerior,” ZPE 27 (1977) 222-28.",Alföldy 1977
Bouzek 1988,"J. Bouzek, “Preliminary prospecting on the site of Akrotiri (Knidos) in Cyprus, 1972,” RDAC (1988, pt. 2) 71-75.",Bouzek 1988
Burnand 1971,"Y. Burnand, “Un aspect de la géographie des transports dans la Narbonnaise rhodanienne: les nautes de l’Ardèche et l’Ouvèze,” RAN 4 (1971) 149-58.",Burnand 1971
Burnand 1975,"Y. Burnand, Domitii Aquenses: une famille des chevaliers romains de la région d’Aix-en-Provence: mausolée et domaine, RAN Suppl. 5, Paris, 1975.",Burnand 1975
Bierbrauer 1994,"V. Bierbrauer, “Archäologie und Geschichte der Goten vom 1.-7. Jahrhundert. Versuch einer Bilanz,” FM 28 (1994) 51-171.",Bierbrauer 1994
Burnand 1977,"Y. Burnand, “Documents sur l’oppidum de Jastres-Nord à Lussas (Ardèche),” Gallia 35 (1977) 271-78.",Burnand 1977
Sumner 1979,"W.M. Sumner, “Cultural development in the Kur river basin, Iran. An archaeological analysis of settlement patterns,” diss., University of Pennsylvania, 1972.",Sumner 1979
Chabot 1968,"L. Chabot, “Le Castellas de Rognac et l’étang de Berre à l’époque préromaine,” RSL 34 (1968) 151-215.",Chabot 1968
Salvia del Rosario 1982,"R. Salvia del Rosario, “La necropoli di Capestrano. Nota preliminare,” Quaderni dell’Istituto di Archeologia dell’Università di Chieti 3 (1982-83) 49-55.",Salvia del Rosario 1982
Stylow 1983,"A.U. Stylow, “Inscripciones del sur de la provincia de Córdoba,” Gerión 1 (1983) 267-303.",Stylow 1983
Burnett 1992,"A. Burnett, M. Amandry, P.P. Ripollès, Roman provincial coinage, vol. 1, London, 1992.",Burnett 1992
Aliyev 1988,"I.G. Aliyev, “Izucheniye problem drevnei istorii, filologii i arkheologii v Azerbaydzhanye v 1977-1987 gody,” VDI 1 (1988) 56-77.",Aliyev 1988
EA Lucca,"A. Custer and N. Nieri (eds.), Edizione archeologica della Carta d’Italia al 100.000. Foglio 105, Lucca, Florence, 1958.",EA Lucca
Kirwan 1939,"L.P. Kirwan, The Oxford University excavations at Firka, London, 1939.",Kirwan 1939
Grenet 1984,"F. Grenet, Les pratiques funeraires dans l’Asie Centrale sedentaire de la conquête grecque à l’islamisation, Paris, 1984.",Grenet 1984
Mattingly 1999,"D.J. Mattingly et al., “The Fezzan Project 1999: preliminary report on the third season of work,” LibSt 30 (1999) 129-45.",Mattingly 1999
Masson 1959,"V.M. Masson, Drevnezemledel'cheskaya kul'tura Margiany, Materiali i issledovaniya po arkheologii SSSR 73, Moscow, 1959.",Masson 1959
Musil 1927,"A. Musil, The Middle Euphrates, a topographical itinerary, Oriental Explorations and Studies 3, American Geographical Society, New York, 1927.",Musil 1927
Potts 1990b,"D.T. Potts, The Arabian Gulf in antiquity, 2 vols., Oxford, 1990.",Potts 1990
Cuntz 1899,"O. Cuntz, “Topographische Studien,” JÖAI 2 (1899) 80-103.",Cuntz 1899
Potts 1990a,"D.T. Potts, The Arabian gulf in antiquity, vol. 2: From Alexander the Great to the coming of Islam, Oxford, 1990.",Potts 1990
Nowakowski 1995,"W. Nowakowski, Od Galindai do Galinditae. Z badań nad pradziejami bałtyjskiego ludu z Pojezierza Mazurskiego, Barbaricum 4, Warsaw, 1995.",Nowakowski 1995
Hayden 1992,"B.J. Hayden, J.A. Moody and O. Rackham, “The Vrokastro survey project, 1986-1989. Research design and preliminary results,” Hesperia 61 (1992) 293-353.",Hayden 1992
Neudecker 1988,"R. Neudecker, Die Skulpturenausstattung römischer Villen in Italien, Mainz, 1988.",Neudecker 1988
Dimitrijević 1979,"S. Dimitrijević, “Archäologische Topographie und Auswahl archäologischer Funde vom Vinkovcer Boden,” in Corolla Memoriae Iosepho Brunšmid dicata, pp. 201-75, Vinkovci, 1979.",Dimitrijević 1979
Nowakowski 1990,"W. Nowakowski, “Baltes et proto-slaves dans l’antiquité. Textes et archéologie,” DHA 16.1 (1990) 359-402.",Nowakowski 1990
Hayden 1995,"B.J. Hayden, “Rural settlement of the Orientalizing through Early Classical period: the Meseleroi valley, Eastern Crete,” Aegean Archaeology 2 (1995) 93-144.",Hayden 1995
Nowakowski 1992,"W. Nowakowski, “Hic Suebiae finis: Concept of the border of the barbarous world at the east Baltic coast in the Roman period,” Barbaricum 2 (1992) 218-30.",Nowakowski 1992
"Butler 1907, 1920","H.C. Butler et al., Syria. Publications of the Princeton University archaeological expeditions to Syria in 1904-5 and 1909, Leiden, 1907-49 (vol. 2b 1920) .","Butler 1907, 1920"
Silberman 1995,"A. Silberman (ed.), Arrien: Périple du Pont-Euxin, Paris, 1995.",Silberman 1995
Pelagatti 1980,"P. Pelagatti, “L’attività della Soprintendenza alle Antichità della Sicilia orientale II,” Kokalos 26-27 (1980-81) 694-734.",Pelagatti 1980
AAT I,"E. Babelon, R. Cagnat and S. Reinach (eds.), Atlas archéologique de la Tunisie (1: 50, 000), Paris, 1892-1913.",AAT I
Zaninović 1969,"M. Zaninović, “Delminium - primjedbe uz lokaciju / Delminium - some remarks on the location,” in Vjesnik arh. hist. dalm. 63-64, pp. 49-56, Split, 1969.",Zaninović 1969
Pani 1981,"L. Pani Ezmini, “Subiaco all’epoca di S. Benedetto. Note di topografia,” Benedictina 28 (1981) 69-80.",Pani 1981
Hild 1977,"F. Hild, Das Byzantinische Strassensystem in Kappadokien, DenkWien 131, Vienna, 1977.",Hild 1977
Ballance 1957,"M.H. Ballance, “The site of Derbe: a new inscription,” AnatSt 27 (1957) 147-51.",Ballance 1957
De Iuliis 1996,"E.M. De Iuliis, San Severo: la necropoli di Masseria Casone, Bari, 1996.",De Iuliis 1996
Grosso 1955,"G. Grosso, “Una tomba romana scoperta a Bordighera,” RIngInt n.s. 10.1 (1955) 19-21.",Grosso 1955
Spencer 1995,"N. Spencer, A gazetteer of archaelogical sites in Lesbos, BAR International series 623, Oxford, 1995.",Spencer 1995
Cocchiaro 1988,"A. Cocchiaro and G. Andreassi (eds.), La necropoli di via Cappuccini a Brindisi, Fasano, 1988.",Cocchiaro 1988
Uggeri 1969b,"G. Uggeri, “La Sicilia nella Tabula Peutingeriana,” Vichiana 6 (1969) 127-71.",Uggeri 1969
ItEg,"Itinerarium Egeriae, P. Marval (ed.), Égérie, Journal de voyage, Sources chrétiennes 296, Paris, 1982.",ItEg
Pietrzak 1996,"M. Pietrzak and F. Rożnowski, “Niezwykłe pochówki z późnego okresu rzymskiego z Pruszcza Gdańskiego, stanowisko 5,” in W. Nowakowski (ed.), Concordia. Studia ofiarowane Jerzemu Okuliczowi-Kozarynowi w sześćdziesiątą piątą rocznicę urodzin, pp. 193-98, Warsaw, 1996.",Pietrzak 1996
Lamboglia 1959,"N. Lamboglia, “L’esplorazione della zona del ‘Lucus Bormani’ (Diano Marina),” RIngInt n.s. 14.1-4 (1959) 123-24.",Lamboglia 1959
FormIt Cora,"P. Brandizzi Vittucci, Forma Italiae: Cora (regio I, vol. 5), Rome, 1968.",FormIt Cora
Lamboglia 1957,"N. Lamboglia, “La scoperta dei primi avanzi del ‘Lucus Bormani’ (Diano Marina),” RIngInt n.s. 12.1-3 (1957) 5-11.",Lamboglia 1957
Čače 1987,"S. Čače, “Položaj rijeke Telavija i pitanje japodskog Primorja / The position of the River Telavium and the question of Japod coastal part,” Radovi Fil. fak. Zad. 27 (1987/88) 65-92.",Čače 1987
CAV III,"L. Capuis, G. Leonardi, S. Pesavento Mattioli and G. Rosada (eds.), Carta archeologica del Veneto III, Modena, 1992.",CAV III
Deshayes 1963,"J. Deshayes, La nécropole de Ktima, Paris, 1963.",Deshayes 1963
Lamboglia 1951,"N. Lamboglia, “Il castelliere di Monte Bignone (Sanremo),” RIngInt n.s. 6.3-4 (1951) 70-71.",Lamboglia 1951
Reddé 1988,"R. Reddé, Prospections des vallées du nord de la Libye (1979-1980) . La région de Syrte à l’époque romaine, L’Armée romaine et les provinces 4, Paris, 1988.",Reddé 1988
Paton 1896,"W.R. Paton and J.L. Myres, “Karian sites and inscriptions,” JHS 16 (1896) 188-236.",Paton 1896
Kleiss 1979,"W. Kleiss and S. Kroll, “Vermessene urartäische Plätze in Iran (West-Azerbaidjan) und Neufunde (Stand der Forschung 1978),” IranMitt n.F. 12 (1979) 183-243.",Kleiss 1979
Himera I-III,"Himera, 3 vols., Rome, 1977-88.",Himera I-III
Colonna 1962,"G. Colonna, “Saepinum: ricerche di topografia sannitica e medioevale,” ArchClass 14 (1962) 80-107.",Colonna 1962
Curto 1965,"S. Curto et al., Kalabsha, Rome, 1965.",Curto 1965
Hadjisavvas 1991,"S. Hadjisavvas, Καταβολες Ι. Αρχαιολογική Επισκόπηση 20 Κατεχομένων Σήμερα χωριών της Επαρχίας Αμμοχώστου, Leukosia, 1991.",Hadjisavvas 1991
Reddé 1986,"M. Reddé and J.-C. Golvin, “Du Nil à la Mer Rouge: documents anciens et nouveaux sur les routes du désert orientale d’Egypte,” Karthago 21 (1986-87) 5-64.",Reddé 1986
Mouterde 1945,"R. Mouterde and A. Poidebard, Le limes de Chalcis: organisation de la steppe en Haute Syrie romaine, BAH 38, Paris, 1945.",Mouterde 1945
Ayoub 1962,"M.S. Ayoub, Excavations in Germa (Fezzan), Tripoli, 1962.",Ayoub 1962
Potter 1979a,"T.W. Potter, The Romans in north-west England. Excavations at the Roman forts of Ravenglass, Watercrook and Bowness on Solway, Kendal, 1979.",Potter 1979
Salch 1978,"C.-L. Salch (ed.), L'atlas des villes et villages fortifiés en France (Moyen Age), Strasbourg, 1978.",Salch 1978
GAL Magna Grecia,"E. Greco, Guide archeologiche Laterza: Magna Grecia, 3 ed., Bari and Rome, 1993.",GAL Magna Grecia
Canivet 1977,"P. Canivet, Le monachisme syrien selon Théodoret de Cyr, Théologie historique 42, Paris, 1977.",Canivet 1977
Ayoub 1967,"M.S. Ayoub, “The royal cemetery at Germa. A preliminary report,” LibAnt 3-4 (1967) 213-19.",Ayoub 1967
Wilkinson 1995,"T.J. Wilkinson and D.J. Tucker, Settlement development in the North Jazira, Iraq. A study of the archaeological landscape, British School of Archaeology in Iraq, Warminster, 1995.",Wilkinson 1995
